tipo_de_compra;codigo;descricao;fornecedor;qtd_pedido;embalagem_padrao;qtd_corrigida;data_colocacao;semana_compra;rota_cod;centro;rota; preco_unitario ; valor_total ;dia_colocacao;comprador;de_chao;de_simulado;de_fechamento_sim_viveo;politica;forecast;estoque_chao;estoque_total;delta_forecast;estoque_projetado_c_pedido;de_com_pedido_filial
COMPRA SEMANAL;135782;PEGFILGRASTIM (PELGRAZ) 10MG/ML SER PREEN 0,6ML (G);ACCORD;51;144;0;21/05/2024;S3;-;Mafra - RPO;1001; R$ 980,00 ; R$ 49.980,00 ;Livre;Andrew;38;38;60;60;43;55;55;20;86;60
COMPRA SEMANAL;135782;PEGFILGRASTIM (PELGRAZ) 10MG/ML SER PREEN 0,6ML (G);ACCORD;130;144;144;21/05/2024;S3;-;Mafra - LDA;1002; R$ 980,00 ; R$ 127.400,00 ;Livre;Andrew;3;15;60;60;66;7;33;31;132;60
COMPRA SEMANAL;135782;PEGFILGRASTIM (PELGRAZ) 10MG/ML SER PREEN 0,6ML (G);ACCORD;2;144;0;21/05/2024;S3;-;Mafra - DF;1009; R$ 980,00 ; R$ 1.960,00 ;Livre;Andrew;45;45;60;60;2;3;3;1;4;62
COMPRA SEMANAL;135798;VORICONAZOL (GEN) 50MG C/14 CPR REV;ACCORD;3;1;3;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 455,00 ; R$ 1.363,65 ;;Andrew;8;38;60;60;4;1;5;4;5;34
COMPRA SEMANAL;135798;VORICONAZOL (GEN) 50MG C/14 CPR REV;ACCORD;2;1;2;21/05/2024;S3;-;Mafra - DF;1009; R$ 455,00 ; R$ 909,10 ;Livre;Andrew;45;45;60;60;2;3;3;2;3;49
COMPRA SEMANAL;135799;VORICONAZOL (GEN) 200MG C/14 CPR REV;ACCORD;2;1;2;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 372,00 ; R$ 744,00 ;Livre;Andrew;0;0;60;60;1;0;0;1;2;45
COMPRA SEMANAL;135799;VORICONAZOL (GEN) 200MG C/14 CPR REV;ACCORD;2;1;2;21/05/2024;S3;-;Mafra - DF;1009; R$ 372,00 ; R$ 744,00 ;Livre;Andrew;0;0;60;60;1;0;0;1;2;45
COMPRA SEMANAL;135956;POLY B (POLIMIXINA B) 500.000 UI C/1 F/A (I) (G);TEUTO;96;160;160;21/05/2024;S3;-;Mafra - RPO;1001; R$ 9,00 ; R$ 816,00 ;Livre;Alessandro;0;0;60;50;36;0;0;36;60;50
COMPRA SEMANAL;135956;POLY B (POLIMIXINA B) 500.000 UI C/1 F/A (I) (G);TEUTO;158;160;160;21/05/2024;S3;-;Mafra - CTL;1003; R$ 9,00 ; R$ 1.343,00 ;Livre;Alessandro;0;0;60;50;59;0;0;59;99;50
COMPRA SEMANAL;136086;BICALUTAMIDA (GEN) 50MG C/30 CPR REV;ACCORD;490;160;480;21/05/2024;S3;-;Mafra - LDA;1002; R$ 28,00 ; R$ 13.720,00 ;Livre;Andrew;5;5;60;60;1003;179;179;999;-330;-10
COMPRA SEMANAL;136090;OXALIPLATINA (GEN) 100MG F/A 50ML*;BERGAMO;222;45;225;21/05/2024;S3;-;Mafra - RPO;1001; R$ 57,00 ; R$ 12.587,40 ;Livre;Alessandro;0;31;60;60;173;0;180;165;237;41
COMPRA SEMANAL;136090;OXALIPLATINA (GEN) 100MG F/A 50ML*;BERGAMO;15;45;0;21/05/2024;S3;-;Mafra - RJ;1023; R$ 57,00 ; R$ 850,50 ;Livre;Alessandro;13;13;60;60;12;5;5;11;9;21
COMPRA SEMANAL;136090;OXALIPLATINA (GEN) 100MG F/A 50ML*;BERGAMO;45;45;45;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;Livre;Alessandro;0;0;60;60;35;0;0;34;11;10
COMPRA SEMANAL;136116;CISPLATINA (C-PLATIN) 100MG 100ML F/A;BLAU;51;90;90;21/05/2024;S3;-;Mafra - RPO;1001; R$ 56,00 ; R$ 2.856,00 ;Livre;Alessandro;0;0;60;50;54;0;0;54;-3;-2
COMPRA SEMANAL;136116;CISPLATINA (C-PLATIN) 100MG 100ML F/A;BLAU;151;90;180;21/05/2024;S3;-;Mafra - LDA;1002; R$ 56,00 ; R$ 8.456,00 ;Livre;Alessandro;0;34;60;50;161;0;180;161;170;32
COMPRA SEMANAL;136116;CISPLATINA (C-PLATIN) 100MG 100ML F/A;BLAU;15;90;0;21/05/2024;S3;-;Mafra - RJ;1023; R$ 56,00 ; R$ 840,00 ;Livre;Alessandro;0;0;60;50;16;0;0;16;-1;-1
COMPRA SEMANAL;136116;CISPLATINA (C-PLATIN) 100MG 100ML F/A;BLAU;24;90;0;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;;Alessandro;0;0;60;50;25;0;0;25;-1;-1
COMPRA SEMANAL;136133;VERSA (ENOXAPARINA) 60MG C/2 SER PREENC;EUROFARMA;6;1;6;21/05/2024;S3;-;Mafra - RPO;1001; R$ 40,00 ; R$ 242,58 ;Livre;Alessandro;0;0;60;30;3;0;0;3;3;35
COMPRA SEMANAL;136133;VERSA (ENOXAPARINA) 60MG C/2 SER PREENC;EUROFARMA;51;1;51;21/05/2024;S3;-;Mafra - REC;1010; R$ 40,00 ; R$ 2.061,93 ;Livre;Alessandro;0;0;60;30;25;0;0;25;26;31
COMPRA SEMANAL;136172;TAGRISSO 80MG C/30 CPR REV;ASTRAZENECA;259;1;259;21/05/2024;S3;-;Mafra - RPO;1001; R$ 30.823,00 ; R$ 7.983.102,61 ;Livre;Byanca;9;9;60;30;204;60;60;116;203;30
COMPRA SEMANAL;136172;TAGRISSO 80MG C/30 CPR REV;ASTRAZENECA;18;1;18;21/05/2024;S3;-;Mafra - CTL;1003; R$ 30.823,00 ; R$ 554.810,22 ;Livre;Byanca;11;11;60;30;16;6;6;9;15;28
COMPRA SEMANAL;136172;TAGRISSO 80MG C/30 CPR REV;ASTRAZENECA;97;1;97;21/05/2024;S3;-;Mafra - RJ;1023; R$ 31.056,00 ; R$ 3.012.452,37 ;Livre;Byanca;4;4;60;30;73;9;9;41;65;27
COMPRA SEMANAL;136173;TAGRISSO 40MG C/30 CPR REV;ASTRAZENECA;12;1;12;21/05/2024;S3;-;Mafra - CTL;1003; R$ 30.823,00 ; R$ 369.873,48 ;;Byanca;0;0;60;30;10;0;0;5;7;21
COMPRA SEMANAL;136173;TAGRISSO 40MG C/30 CPR REV;ASTRAZENECA;1;1;1;21/05/2024;S3;-;Mafra - REC;1010; R$ 30.882,00 ; R$ 30.881,66 ;;Byanca;0;60;60;30;1;0;2;1;2;68
COMPRA SEMANAL;136173;TAGRISSO 40MG C/30 CPR REV;ASTRAZENECA;3;1;3;21/05/2024;S3;-;Mafra - RJ;1023; R$ 38.677,00 ; R$ 116.031,09 ;;Byanca;0;0;60;30;2;0;0;2;1;19
COMPRA SEMANAL;136175;LYNPARZA 100MG C/56 CPR REV;ASTRAZENECA;2;1;2;21/05/2024;S3;-;Mafra - RPO;1001; R$ 13.893,00 ; R$ 27.786,36 ;Livre;Byanca;2;35;60;30;19;1;22;9;15;23
COMPRA SEMANAL;136175;LYNPARZA 100MG C/56 CPR REV;ASTRAZENECA;4;1;4;21/05/2024;S3;-;Mafra - CTL;1003; R$ 13.893,00 ; R$ 55.572,72 ;Livre;Byanca;0;0;60;30;10;0;0;5;-1;-3
COMPRA SEMANAL;136175;LYNPARZA 100MG C/56 CPR REV;ASTRAZENECA;2;1;2;21/05/2024;S3;-;Mafra - REC;1010; R$ 13.946,00 ; R$ 27.891,12 ;Livre;Byanca;0;36;60;30;5;0;6;2;6;34
COMPRA SEMANAL;136175;LYNPARZA 100MG C/56 CPR REV;ASTRAZENECA;2;1;2;21/05/2024;S3;-;Mafra - RJ;1023; R$ 14.000,00 ; R$ 27.999,92 ;Livre;Byanca;10;10;60;30;6;2;2;3;1;7
COMPRA SEMANAL;136176;LYNPARZA 150MG C/56 CPR REV;ASTRAZENECA;212;1;212;21/05/2024;S3;-;Mafra - RPO;1001; R$ 13.893,00 ; R$ 2.945.354,16 ;Livre;Byanca;14;14;60;30;171;78;78;119;171;30
COMPRA SEMANAL;136176;LYNPARZA 150MG C/56 CPR REV;ASTRAZENECA;31;1;31;21/05/2024;S3;-;Mafra - CTL;1003; R$ 13.893,00 ; R$ 430.688,58 ;Livre;Byanca;8;8;60;30;25;7;7;14;24;29
COMPRA SEMANAL;136176;LYNPARZA 150MG C/56 CPR REV;ASTRAZENECA;78;1;78;21/05/2024;S3;-;Mafra - REC;1010; R$ 13.946,00 ; R$ 1.087.753,68 ;Livre;Byanca;0;18;60;30;70;1;42;49;71;30
COMPRA SEMANAL;136176;LYNPARZA 150MG C/56 CPR REV;ASTRAZENECA;65;1;65;21/05/2024;S3;-;Mafra - RJ;1023; R$ 13.998,00 ; R$ 909.894,70 ;Livre;Byanca;11;11;60;30;50;19;19;35;49;30
COMPRA SEMANAL;136177;IMFINZI 120MG/2,4ML SOL INJ (G);ASTRAZENECA;146;1;146;21/05/2024;S3;-;Mafra - RPO;1001; R$ 3.044,00 ; R$ 444.361,22 ;Livre;Byanca;0;17;60;30;142;2;80;83;143;30
COMPRA SEMANAL;136177;IMFINZI 120MG/2,4ML SOL INJ (G);ASTRAZENECA;90;1;90;21/05/2024;S3;-;Mafra - LDA;1002; R$ 3.091,00 ; R$ 278.145,90 ;Livre;Byanca;12;23;60;30;110;45;85;64;111;30
COMPRA SEMANAL;136177;IMFINZI 120MG/2,4ML SOL INJ (G);ASTRAZENECA;20;1;20;21/05/2024;S3;-;Mafra - CTL;1003; R$ 3.044,00 ; R$ 60.871,40 ;Livre;Byanca;4;6;60;30;16;2;3;8;15;29
COMPRA SEMANAL;136177;IMFINZI 120MG/2,4ML SOL INJ (G);ASTRAZENECA;2;1;2;21/05/2024;S3;-;Mafra - DF;1009; R$ 3.059,00 ; R$ 6.118,60 ;Livre;Byanca;0;15;60;30;2;0;1;1;2;32
COMPRA SEMANAL;136177;IMFINZI 120MG/2,4ML SOL INJ (G);ASTRAZENECA;57;1;57;21/05/2024;S3;-;Mafra - REC;1010; R$ 3.065,00 ; R$ 174.702,72 ;Livre;Byanca;0;16;60;30;55;0;30;32;55;30
COMPRA SEMANAL;136177;IMFINZI 120MG/2,4ML SOL INJ (G);ASTRAZENECA;67;1;67;21/05/2024;S3;-;Mafra - RJ;1023; R$ 3.097,00 ; R$ 207.479,57 ;Livre;Byanca;0;0;60;30;50;0;0;29;38;23
COMPRA SEMANAL;136178;IMFINZI 500MG/10ML SOL INJ (G);ASTRAZENECA;474;1;474;21/05/2024;S3;-;Mafra - RPO;1001; R$ 12.682,00 ; R$ 6.011.083,14 ;Livre;Byanca;15;15;60;30;421;207;207;304;377;27
COMPRA SEMANAL;136178;IMFINZI 500MG/10ML SOL INJ (G);ASTRAZENECA;216;1;216;21/05/2024;S3;-;Mafra - LDA;1002; R$ 12.877,00 ; R$ 2.781.470,88 ;Livre;Byanca;0;17;60;30;201;0;111;145;182;27
COMPRA SEMANAL;136178;IMFINZI 500MG/10ML SOL INJ (G);ASTRAZENECA;20;1;20;21/05/2024;S3;-;Mafra - DF;1009; R$ 12.747,00 ; R$ 254.943,00 ;Livre;Byanca;0;32;60;30;32;0;34;23;31;29
COMPRA SEMANAL;136178;IMFINZI 500MG/10ML SOL INJ (G);ASTRAZENECA;130;1;130;21/05/2024;S3;-;Mafra - REC;1010; R$ 12.771,00 ; R$ 1.660.198,80 ;Livre;Byanca;0;0;60;30;99;0;0;71;59;18
COMPRA SEMANAL;136178;IMFINZI 500MG/10ML SOL INJ (G);ASTRAZENECA;43;1;43;21/05/2024;S3;-;Mafra - RJ;1023; R$ 12.903,00 ; R$ 554.830,72 ;Livre;Byanca;4;4;60;30;32;4;4;23;24;22
COMPRA SEMANAL;136181;VANNAIR 6MCG/DOSE + 100MCG/DOSE SUSP AER;ASTRAZENECA;61;1;61;21/05/2024;S3;-;Mafra - RPO;1001; R$ 111,00 ; R$ 6.786,86 ;Livre;Byanca;4;4;60;30;63;9;9;6;64;30
COMPRA SEMANAL;136298;PANTOPRAZOL (GEN) 40MG C/50 F/A PO LIOF;EUROFARMA;5;1;5;21/05/2024;S3;-;Mafra - DF;1009; R$ 400,00 ; R$ 2.000,00 ;Livre;Alessandro;11;11;60;30;8;3;3;8;0;1
COMPRA SEMANAL;136456;HAEMOCOMPLETTAN P 1G C/FILTRO SER+PINO DISP (G);CSL;59;1;59;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 1.797,00 ; R$ 105.995,86 ;;Andrew;1;1;60;60;41;1;1;18;74;54
COMPRA SEMANAL;136456;HAEMOCOMPLETTAN P 1G C/FILTRO SER+PINO DISP (G);CSL;32;1;32;21/05/2024;S3;-;Mafra - RPO;1001; R$ 1.797,00 ; R$ 57.489,28 ;Livre;Andrew;1;1;60;60;41;1;1;18;74;54
COMPRA SEMANAL;136456;HAEMOCOMPLETTAN P 1G C/FILTRO SER+PINO DISP (G);CSL;9;1;9;21/05/2024;S3;-;Mafra - DF;1009; R$ 1.797,00 ; R$ 16.168,86 ;Livre;Andrew;0;61;60;60;23;0;47;10;46;60
COMPRA SEMANAL;136456;HAEMOCOMPLETTAN P 1G C/FILTRO SER+PINO DISP (G);CSL;15;1;15;21/05/2024;S3;20;Mafra - REC;1009->1010; R$ 1.797,00 ; R$ 26.948,10 ;Livre;Andrew;0;35;60;60;12;0;14;5;24;60
COMPRA SEMANAL;136456;HAEMOCOMPLETTAN P 1G C/FILTRO SER+PINO DISP (G);CSL;34;1;34;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 1.797,00 ; R$ 61.082,36 ;Livre;Andrew;35;35;60;60;28;33;33;12;55;59
COMPRA SEMANAL;136505;CAPZAT (CAPECITABINA) 500MG C/120 CPR REV;LABOFARMA;36;60;60;21/05/2024;S3;-;Mafra - RPO;1001; R$ 628,00 ; R$ 22.592,16 ;Livre;Bruna;15;15;60;60;26;13;13;5;44;51
COMPRA SEMANAL;136505;CAPZAT (CAPECITABINA) 500MG C/120 CPR REV;LABOFARMA;2;60;0;21/05/2024;S3;-;Mafra - RN;1024; R$ 628,00 ; R$ 1.255,12 ;;Bruna;0;30;60;60;1;0;1;0;3;87
COMPRA SEMANAL;136750;DIU DE COBRE ANDALAN SILVERFLEX CU 380 AG UND;DKT DO BRASIL;10;10;10;21/05/2024;S3;-;Mafra - RPO;1001; R$ 217,00 ; R$ 2.169,60 ;Livre;Bruna;1;1;60;30;21;1;1;13;-2;-2
COMPRA SEMANAL;136808;FLUCONAZOL (GEN) 2MG/ML BOLSA 100ML;HALEXISTAR;304;60;300;21/05/2024;S3;-;Mafra - LDA;1002; R$ 8,00 ; R$ 2.280,00 ;Livre;Alessandro;0;8;60;60;234;0;60;234;130;17
COMPRA SEMANAL;136808;FLUCONAZOL (GEN) 2MG/ML BOLSA 100ML;HALEXISTAR;119;60;120;21/05/2024;S3;-;Mafra - CTL;1003; R$ 8,00 ; R$ 892,50 ;Livre;Alessandro;7;46;60;60;92;21;141;92;168;55
COMPRA SEMANAL;136808;FLUCONAZOL (GEN) 2MG/ML BOLSA 100ML;HALEXISTAR;61;60;60;21/05/2024;S3;-;Mafra - DF;1009; R$ 8,00 ; R$ 457,50 ;Livre;Alessandro;0;38;60;60;47;0;60;47;74;47
COMPRA SEMANAL;136808;FLUCONAZOL (GEN) 2MG/ML BOLSA 100ML;HALEXISTAR;25;60;0;21/05/2024;S3;-;Mafra - RJ;1023; R$ 8,00 ; R$ 187,50 ;;Alessandro;25;25;60;60;24;20;20;24;21;27
COMPRA SEMANAL;136822;FENTANEST (A1) 0,0785MG/ML (0,05MG/ML) CX C/25 F/A 10ML;CRISTALIA;53;24;48;21/05/2024;S3;-;Mafra - RPO;1001; R$ 113,00 ; R$ 5.962,50 ;Livre;Alessandro;0;0;60;60;48;0;0;17;36;23
COMPRA SEMANAL;136822;FENTANEST (A1) 0,0785MG/ML (0,05MG/ML) CX C/25 F/A 10ML;CRISTALIA;4;24;0;21/05/2024;S3;-;Mafra - LDA;1002; R$ 113,00 ; R$ 450,00 ;Livre;Alessandro;0;0;60;60;4;0;0;1;3;20
COMPRA SEMANAL;136822;FENTANEST (A1) 0,0785MG/ML (0,05MG/ML) CX C/25 F/A 10ML;CRISTALIA;104;24;96;21/05/2024;S3;-;Mafra - DF;1009; R$ 113,00 ; R$ 11.700,00 ;Livre;Alessandro;0;0;60;60;95;0;0;33;71;22
COMPRA SEMANAL;136891;PREDNISONA (GEN) 20MG CX C/10 CPR;LABOFARMA;5;50;0;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 6,00 ; R$ 30,25 ;Livre;Bruna;15;15;60;60;4;2;2;1;6;56
COMPRA SEMANAL;136891;PREDNISONA (GEN) 20MG CX C/10 CPR;LABOFARMA;8;50;0;21/05/2024;S3;-;Mafra - DF;1009; R$ 6,00 ; R$ 48,40 ;Livre;Bruna;18;18;60;60;5;3;3;1;10;63
COMPRA SEMANAL;136891;PREDNISONA (GEN) 20MG CX C/10 CPR;LABOFARMA;16;50;0;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 6,00 ; R$ 96,80 ;Livre;Bruna;0;43;60;60;14;0;20;8;28;59
COMPRA SEMANAL;136905;ERTAPENEM SODICO (GEN) 1G IM/IV CX C/10 F/A;ABL;10;6;12;21/05/2024;S3;-;Mafra - RPO;1001; R$ 1.500,00 ; R$ 15.000,00 ;Livre;Alessandro;3;3;60;45;11;1;1;8;3;8
COMPRA SEMANAL;136905;ERTAPENEM SODICO (GEN) 1G IM/IV CX C/10 F/A;ABL;2;6;0;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;Livre;Alessandro;0;0;60;45;3;0;0;2;0;0
COMPRA SEMANAL;136987;PHESGO 600/600MG CX FRA 10ML SOL INJ SC (G);ROCHE;3;1;3;24/05/2024;S3;-;Mafra - LDA;1002; R$ 27.978,00 ; R$ 83.933,88 ;Sexta-feira;Byanca;3;37;60;30;29;3;36;20;19;20
COMPRA SEMANAL;136987;PHESGO 600/600MG CX FRA 10ML SOL INJ SC (G);ROCHE;24;1;24;24/05/2024;S3;-;Mafra - DF;1009; R$ 27.873,00 ; R$ 668.962,56 ;Sexta-feira;Byanca;8;8;60;30;36;9;10;24;10;8
COMPRA SEMANAL;136987;PHESGO 600/600MG CX FRA 10ML SOL INJ SC (G);ROCHE;1;1;1;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;;Byanca;0;0;60;30;1;0;0;1;0;3
COMPRA SEMANAL;137007;AXIFLENNID (CETOPROFENO) 1MG/ML CX C/60 BOLSAS;HALEXISTAR;19;1;19;21/05/2024;S3;-;Mafra - LDA;1002; R$ 315,00 ; R$ 5.992,98 ;Livre;Alessandro;10;50;60;60;15;5;25;14;30;60
COMPRA SEMANAL;137007;AXIFLENNID (CETOPROFENO) 1MG/ML CX C/60 BOLSAS;HALEXISTAR;34;1;34;21/05/2024;S3;-;Mafra - DF;1009; R$ 315,00 ; R$ 10.724,28 ;Livre;Alessandro;11;33;60;60;27;10;30;26;38;43
COMPRA SEMANAL;137135;LEVOFLOXACINO (GEN) 750MG CX 5 BO 150 ML;HALEXISTAR;2;1;2;21/05/2024;S3;-;Mafra - LDA;1002; R$ 87,00 ; R$ 174,00 ;Livre;Alessandro;15;15;60;60;2;1;1;0;3;42
COMPRA SEMANAL;137135;LEVOFLOXACINO (GEN) 750MG CX 5 BO 150 ML;HALEXISTAR;13;1;13;21/05/2024;S3;-;Mafra - CTL;1003; R$ 87,00 ; R$ 1.131,00 ;Livre;Alessandro;6;6;60;60;14;3;3;1;15;32
COMPRA SEMANAL;137135;LEVOFLOXACINO (GEN) 750MG CX 5 BO 150 ML;HALEXISTAR;3;1;3;21/05/2024;S3;-;Mafra - DF;1009; R$ 87,00 ; R$ 261,00 ;Livre;Alessandro;0;0;60;60;3;0;0;0;3;27
COMPRA SEMANAL;137135;LEVOFLOXACINO (GEN) 750MG CX 5 BO 150 ML;HALEXISTAR;1;1;1;21/05/2024;S3;-;Mafra - REC;1010; R$ 87,00 ; R$ 87,00 ;;Alessandro;0;0;60;60;1;0;0;0;1;28
COMPRA SEMANAL;137606;VEKLURY 100MG F/A PO LIOF (I)*;UNITED;206;1;206;21/05/2024;S3;-;Mafra - RPO;1001; R$ 2.842,00 ; R$ 585.435,52 ;;Bruna;6;28;60;60;119;25;110;77;239;60
COMPRA SEMANAL;137606;VEKLURY 100MG F/A PO LIOF (I)*;UNITED;94;1;94;21/05/2024;S3;-;Mafra - LDA;1002; R$ 2.847,00 ; R$ 267.621,76 ;;Bruna;0;9;60;60;38;0;11;29;76;59
COMPRA SEMANAL;137606;VEKLURY 100MG F/A PO LIOF (I)*;UNITED;154;1;154;21/05/2024;S3;-;Mafra - DF;1009; R$ 2.842,00 ; R$ 437.655,68 ;Livre;Bruna;0;39;60;60;116;0;151;72;233;60
COMPRA SEMANAL;137606;VEKLURY 100MG F/A PO LIOF (I)*;UNITED;139;1;139;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 2.842,00 ; R$ 395.026,88 ;Livre;Bruna;0;0;60;60;82;0;0;51;144;52
COMPRA SEMANAL;137606;VEKLURY 100MG F/A PO LIOF (I)*;UNITED;56;1;56;21/05/2024;S3;-;Mafra - RJ;1023; R$ 2.853,00 ; R$ 159.748,40 ;;Bruna;0;0;60;60;82;0;0;51;144;52
COMPRA SEMANAL;137606;VEKLURY 100MG F/A PO LIOF (I)*;UNITED;4;1;4;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;;Bruna;0;45;60;60;2;0;3;1;6;70
COMPRA SEMANAL;137625;LINEZOLIDA (GEN) 600MG CX C/10 CPR REV;DR REDDY´S;3;1;3;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 303,00 ; R$ 907,80 ;Livre;Bruna;51;51;60;60;13;22;22;8;17;39
COMPRA SEMANAL;137625;LINEZOLIDA (GEN) 600MG CX C/10 CPR REV;DR REDDY´S;16;1;16;21/05/2024;S3;-;Mafra - LDA;1002; R$ 303,00 ; R$ 4.841,60 ;Livre;Bruna;26;26;60;60;40;34;34;26;24;18
COMPRA SEMANAL;137625;LINEZOLIDA (GEN) 600MG CX C/10 CPR REV;DR REDDY´S;2;1;2;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 303,00 ; R$ 605,20 ;Livre;Bruna;0;6;60;60;14;0;3;9;3;7
COMPRA SEMANAL;137625;LINEZOLIDA (GEN) 600MG CX C/10 CPR REV;DR REDDY´S;7;1;7;21/05/2024;S3;-;Mafra - RJ;1023; R$ 303,00 ; R$ 2.118,20 ;Livre;Bruna;0;6;60;60;14;0;3;9;3;7
COMPRA SEMANAL;137625;LINEZOLIDA (GEN) 600MG CX C/10 CPR REV;DR REDDY´S;3;1;3;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;Livre;Bruna;15;15;60;60;6;3;3;4;2;11
COMPRA SEMANAL;137697;EVUSHELD LQD 150/150MG VI 2X1.5ML (I) (G);ASTRAZENECA;1;1;1;21/05/2024;S3;-;Mafra - DF;1009; R$ 10.098,00 ; R$ 10.098,10 ;Livre;Byanca;0;0;60;30;1;0;0;1;1;15
COMPRA SEMANAL;137707;LUFTAL INFANTIL 75MG/ML FR 15ML;RECKITT;326;182;364;21/05/2024;S3;-;Mafra - RPO;1001; R$ 5,00 ; R$ 1.571,32 ;Livre;Elisete;0;4;60;60;128;0;15;118;223;52
COMPRA SEMANAL;137905;NIBISNU (CARMUSTINA) 100MG F/A + DIL 3ML (G)*;DR REDDY´S;88;1;88;21/05/2024;S3;-;Mafra - RPO;1001; R$ 258,00 ; R$ 22.704,00 ;Livre;Bruna;0;0;60;60;37;0;0;23;65;52
COMPRA SEMANAL;137905;NIBISNU (CARMUSTINA) 100MG F/A + DIL 3ML (G)*;DR REDDY´S;14;1;14;21/05/2024;S3;-;Mafra - DF;1009; R$ 258,00 ; R$ 3.612,00 ;Livre;Bruna;0;0;60;60;7;0;0;3;11;50
COMPRA SEMANAL;137905;NIBISNU (CARMUSTINA) 100MG F/A + DIL 3ML (G)*;DR REDDY´S;17;1;17;21/05/2024;S3;-;Mafra - RJ;1023; R$ 258,00 ; R$ 4.386,00 ;Livre;Bruna;0;0;60;60;8;0;0;4;13;53
COMPRA SEMANAL;137948;VOLARE 80MG C/2 SER PREENC;LABOFARMA;62;72;72;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 70,00 ; R$ 4.367,28 ;Livre;Bruna;41;41;60;60;107;147;147;12;197;55
COMPRA SEMANAL;137948;VOLARE 80MG C/2 SER PREENC;LABOFARMA;94;72;72;21/05/2024;S3;-;Mafra - DF;1009; R$ 71,00 ; R$ 6.666,48 ;Livre;Bruna;46;46;60;60;175;266;266;36;324;56
COMPRA SEMANAL;137955;VOLARE 40MG C/10 SER PREENC;LABOFARMA;17;33;33;21/05/2024;S3;-;Mafra - LDA;1002; R$ 237,00 ; R$ 4.034,27 ;Livre;Bruna;0;59;60;60;356;3;703;29;691;58
COMPRA SEMANAL;137955;VOLARE 40MG C/10 SER PREENC;LABOFARMA;3;33;0;21/05/2024;S3;-;Mafra - CTL;1003; R$ 237,00 ; R$ 711,69 ;Livre;Bruna;0;38;60;60;8;0;10;1;12;46
COMPRA SEMANAL;137955;VOLARE 40MG C/10 SER PREENC;LABOFARMA;303;33;297;21/05/2024;S3;-;Mafra - DF;1009; R$ 238,00 ; R$ 71.971,59 ;Livre;Bruna;12;12;60;60;424;172;172;35;440;31
COMPRA SEMANAL;137955;VOLARE 40MG C/10 SER PREENC;LABOFARMA;18;33;33;21/05/2024;S3;-;Mafra - REC;1010; R$ 239,00 ; R$ 4.299,84 ;;Bruna;15;15;60;60;26;13;13;2;29;33
COMPRA SEMANAL;137955;VOLARE 40MG C/10 SER PREENC;LABOFARMA;71;33;66;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;Livre;Bruna;17;17;60;60;110;63;63;9;125;34
COMPRA SEMANAL;138452;TRAMAL (A2) 100MG/ML FR 10ML;GRUNENTHAL;11;1;11;21/05/2024;S3;-;Mafra - RPO;1001; R$ 85,00 ; R$ 935,55 ;Livre;Elisete;9;16;60;60;21;6;11;18;4;5
COMPRA SEMANAL;138468;OMEPRAZOL (GEN) 40MG CX C/20 F/A + DIL 10ML;BLAU;308;8;312;21/05/2024;S3;-;Mafra - RPO;1001; R$ 98,00 ; R$ 30.137,80 ;Livre;Alessandro;0;0;60;50;287;0;0;232;76;8
COMPRA SEMANAL;138468;OMEPRAZOL (GEN) 40MG CX C/20 F/A + DIL 10ML;BLAU;24;8;24;21/05/2024;S3;-;Mafra - LDA;1002; R$ 98,00 ; R$ 2.348,40 ;Livre;Alessandro;21;30;60;50;27;19;27;22;29;32
COMPRA SEMANAL;138468;OMEPRAZOL (GEN) 40MG CX C/20 F/A + DIL 10ML;BLAU;26;8;24;21/05/2024;S3;-;Mafra - REC;1010; R$ 98,00 ; R$ 2.544,10 ;Livre;Alessandro;0;25;60;50;25;0;21;20;27;32
COMPRA SEMANAL;138683;MENQUADFI 1 DOSE 0,5ML (G);SANOFI VACINA;66;1;66;21/05/2024;S3;-;Mafra - RPO;1001; R$ 197,00 ; R$ 13.015,86 ;Livre;Byanca;11;23;60;60;352;127;271;166;171;15
COMPRA SEMANAL;138692;PADCEV PO LIOF F/A 30MG (G);ZODIAC;1;1;1;21/05/2024;S3;20;Mafra - REC;1009->1010; R$ 8.726,00 ; R$ 8.725,84 ;Livre;Bruna;0;0;60;45;1;0;0;0;1;27
